KerbsideID,Latitude,Longitude,RoadSegmentDescription,Zone_Number
,-37.8025135,144.9448605,Queensberry Street between Abbotsford Street and Lothian Street,
,-37.8052926,144.9500027,Victoria Street between Leveson Street and Errol Street,7725.0
,-37.7989837,144.9694114,Faraday Street between Rathdowne Street and Drummond Street,
,-37.7981742,144.969003,Drummond Street between Faraday Street and Elgin Street,
,-37.8006209,144.9685796,Drummond Street between Grattan Street and Faraday Street,
,-37.8001738,144.9686558,Drummond Street between Grattan Street and Faraday Street,
,-37.7992124,144.9732312,Faraday Street between Nicholson Street and Canning Street,
,-37.7954735,144.9750784,Kay Street between Nicholson Street and Station Street,7049.0
22419,-37.8066604,144.9651238,Orr Street between Victoria Street and Earl Street,7910.0
,-37.7933056,144.9736697,Canning Street between Neill Street and Princes Street,
,-37.7989372,144.9733847,Barkly Street between Nicholson Street and Canning Street,
,-37.7966405,144.9703014,Little Palmerston Street between Rathdowne Street and Drummond Street,7049.0
,-37.7984494,144.9661892,Faraday Street between Lygon Street and Cardigan Street,
,-37.7964864,144.9661559,Cardigan Street between Elgin Street and Keppel Street,
,-37.7996551,144.9719223,Barkly Street between Canning Street and Rathdowne Street,
,-37.7987697,144.9682622,Faraday Street between Drummond Street and Lygon Street,
,-37.7990155,144.9697044,Faraday Street between Rathdowne Street and Drummond Street,
,-37.7932417,144.9713526,Rathdowne Street between Neill Street and Princes Street,7053.0
,-37.7933502,144.9713342,Rathdowne Street between Neill Street and Princes Street,7053.0
,-37.7991929,144.9713334,Faraday Street between Canning Street and Rathdowne Street,
,-37.7987728,144.9682915,Faraday Street between Drummond Street and Lygon Street,
,-37.7926944,144.969946,Drummond Street between Palmerston Street and Princes Street,
,-37.7963121,144.9675808,Lygon Street between Elgin Street and Palmerston Street,
,-37.8005333,144.970536,Barkly Street between Canning Street and Rathdowne Street,
,-37.8005137,144.9705712,Barkly Street between Canning Street and Rathdowne Street,
,-37.796608,144.9699949,Little Palmerston Street between Rathdowne Street and Drummond Street,
,-37.7985909,144.9666407,Faraday Street between Lygon Street and Cardigan Street,
,-37.7949431,144.9664198,Cardigan Street between Keppel Street and Lytton Street,
,-37.794786,144.9664469,Cardigan Street between Keppel Street and Lytton Street,
,-37.7942707,144.9665358,Cardigan Street between Keppel Street and Lytton Street,
,-37.7939327,144.9665947,Cardigan Street between Keppel Street and Lytton Street,
,-37.7931889,144.9736902,Canning Street between Neill Street and Princes Street,
,-37.7965587,144.9661428,Cardigan Street between Elgin Street and Keppel Street,
,-37.7960261,144.9662348,Cardigan Street between Elgin Street and Keppel Street,
,-37.7950207,144.9664063,Cardigan Street between Keppel Street and Lytton Street,
,-37.7979267,144.9738864,Elgin Street between Nicholson Street and Canning Street,
,-37.7975765,144.9723867,Elgin Street between Canning Street and Rathdowne Street,
,-37.7966042,144.9661348,Cardigan Street between Elgin Street and Keppel Street,
,-37.7994542,144.973745,Faraday Street between Nicholson Street and Canning Street,
,-37.7990506,144.9717454,Faraday Street between Canning Street and Rathdowne Street,
,-37.7964407,144.9661636,Cardigan Street between Elgin Street and Keppel Street,
,-37.8001243,144.9684285,Drummond Street between Grattan Street and Faraday Street,
,-37.7996455,144.9687469,Drummond Street between Grattan Street and Faraday Street,
,-37.7992759,144.9720982,Faraday Street between Canning Street and Rathdowne Street,
,-37.7975562,144.9721984,Elgin Street between Canning Street and Rathdowne Street,
,-37.7985693,144.9664402,Faraday Street between Lygon Street and Cardigan Street,
,-37.7946879,144.9708705,Intersection of Rathdowne Street and Neill Street,7053.0
,-37.8002819,144.9708116,Barkly Street between Canning Street and Rathdowne Street,
,-37.7996897,144.971861,Barkly Street between Canning Street and Rathdowne Street,
,-37.7979939,144.9658964,Cardigan Street between Faraday Street and Elgin Street,
,-37.7948368,144.9664384,Cardigan Street between Keppel Street and Lytton Street,
,-37.7986717,144.9701867,Rathdowne Street between Faraday Street and Elgin Street,
,-37.7944051,144.9653497,Keppel Street between Cardigan Street and Swanston Street,
,-37.7989366,144.9698449,Faraday Street between Rathdowne Street and Drummond Street,
,-37.7991648,144.9710719,Faraday Street between Canning Street and Rathdowne Street,
,-37.7977004,144.971789,Elgin Street between Canning Street and Rathdowne Street,
,-37.7976357,144.9711963,Elgin Street between Canning Street and Rathdowne Street,
,-37.7975696,144.9659692,Cardigan Street between Faraday Street and Elgin Street,
,-37.7989466,144.9733526,Barkly Street between Nicholson Street and Canning Street,
,-37.7989459,144.9699344,Faraday Street between Rathdowne Street and Drummond Street,
,-37.7969405,144.9704865,Rathdowne Street between Elgin Street and Palmerston Street,
,-37.7969949,144.9704771,Rathdowne Street between Elgin Street and Palmerston Street,
,-37.7971038,144.9704582,Rathdowne Street between Elgin Street and Palmerston Street,
,-37.796822,144.9707384,Rathdowne Street between Elgin Street and Palmerston Street,7049.0
,-37.7969581,144.9692107,Drummond Street between Elgin Street and Palmerston Street,
,-37.7997357,144.9716041,Barkly Street between Canning Street and Rathdowne Street,
,-37.8001787,144.9708177,Barkly Street between Canning Street and Rathdowne Street,
,-37.800083,144.9709869,Barkly Street between Canning Street and Rathdowne Street,
,-37.8001013,144.9709545,Barkly Street between Canning Street and Rathdowne Street,
,-37.8007862,144.9722489,Canning Street between Carlton Street and Owen Street,
,-37.7982036,144.9702696,Rathdowne Street between Faraday Street and Elgin Street,
,-37.7984851,144.9702201,Rathdowne Street between Faraday Street and Elgin Street,
,-37.8080335,144.9540447,Walsh Street between Milton Street and William Street,7986.0
,-37.7987181,144.9669579,Faraday Street between Lygon Street and Cardigan Street,
,-37.7982225,144.9659816,Cardigan Street between Faraday Street and Elgin Street,
75826,-37.8249182,144.9668328,Sturt Street between Southbank Boulevard and Grant Street,
,-37.7989627,144.9745919,Nicholson Street between Faraday Street and Barkly Street,
,-37.7952992,144.9749222,Kay Street between Nicholson Street and Station Street,7049.0
,-37.7956832,144.9733595,Canning Street between Pitt Street and Kay Street,7049.0
,-37.7953753,144.9740709,Kay Street between Station Street and Canning Street,7049.0
,-37.7969744,144.9749316,Nicholson Street between Elgin Street and Palmerston Street,
,-37.7925976,144.970798,Princes Street between Rathdowne Street and Drummond Street,
,-37.7956528,144.9716448,Pitt Street between Canning Street and Rathdowne Street,7049.0
,-37.7983602,144.9729033,Canning Street between Faraday Street and Elgin Street,
,-37.7984862,144.9728807,Canning Street between Faraday Street and Elgin Street,
,-37.7984309,144.9726546,Canning Street between Faraday Street and Elgin Street,
,-37.7997577,144.9719149,Barkly Street between Canning Street and Rathdowne Street,
,-37.7994902,144.9720403,Barkly Street between Canning Street and Rathdowne Street,
,-37.7995584,144.9719195,Barkly Street between Canning Street and Rathdowne Street,
,-37.7998435,144.9717625,Barkly Street between Canning Street and Rathdowne Street,
,-37.7928059,144.9726994,Princes Street between Canning Street and Rathdowne Street,
,-37.792766,144.9723295,Princes Street between Canning Street and Rathdowne Street,
,-37.7963714,144.9662986,Cardigan Street between Elgin Street and Keppel Street,
,-37.7965428,144.966269,Cardigan Street between Elgin Street and Keppel Street,
,-37.7967713,144.9662296,Cardigan Street between Elgin Street and Keppel Street,
,-37.8046358,144.9420401,Anderson Street between Miller Street and Victoria Street,
,-37.80466,144.942035,Anderson Street between Miller Street and Victoria Street,
,-37.8050373,144.9419665,Anderson Street between Miller Street and Victoria Street,
,-37.802418,144.9448308,Queensberry Street between Abbotsford Street and Lothian Street,
,-37.8020817,144.9418707,Queensberry Street between Munster Terrace and Laurens Street,
,-37.8049442,144.9579828,O'Connell Street between Victoria Street and Queensberry Street,7721.0
,-37.7952822,144.9740545,Kay Street between Station Street and Canning Street,7049.0
,-37.7949392,144.9663091,Cardigan Street between Keppel Street and Lytton Street,
,-37.7965848,144.9697744,Little Palmerston Street between Rathdowne Street and Drummond Street,
,-37.7990083,144.9696377,Faraday Street between Rathdowne Street and Drummond Street,
,-37.7943137,144.9666537,Cardigan Street between Keppel Street and Lytton Street,
,-37.7942241,144.9664335,Cardigan Street between Keppel Street and Lytton Street,
,-37.7979992,144.9660192,Cardigan Street between Faraday Street and Elgin Street,
,-37.7947428,144.966343,Cardigan Street between Keppel Street and Lytton Street,
,-37.7966705,144.9692613,Drummond Street between Elgin Street and Palmerston Street,
,-37.7983727,144.9702399,Rathdowne Street between Faraday Street and Elgin Street,
,-37.8074401,144.9519796,Chetwynd Street between Rosslyn Street and Stanley Street,7985.0
,-37.795296,144.9748936,Kay Street between Nicholson Street and Station Street,7049.0
,-37.7975532,144.9308785,Tennyson Street between Bellair Street and Southey Street,
,-37.8026725,144.9471479,Queensberry Street between Curzon Street and Abbotsford Street,7722.0
,-37.7949249,144.9306264,Bellair Street between MacAulay Road and Wolseley Parade,
,-37.7955321,144.9191743,McNamara Mews between Bateman Road and The Crescent,
,-37.8023465,144.9442076,Queensberry Street between Lothian Street and Dryburgh Street,
,-37.7985759,144.9474786,Haines Street between Curzon Street and Abbotsford Street,
,-37.8219088,144.9268242,Hall Street between Lorimer Street and Turner Street,
,-37.807187,144.9485718,Roden Street between Spencer Street and King Street,
,-37.8023424,144.9433151,Queensberry Street between Dryburgh Street and Stawell Street,
,-37.7956661,144.927884,Gower Street between Macaulay Road and Derby Street,
,-37.8031364,144.9540152,Howard Street between Queensberry Street and Courtney Street,7712.0
,-37.7917127,144.9202992,Musgrove Mews between Stockmans Way and Halford Lane,
,-37.7981881,144.9297899,Tennyson Street between Southey Street and Arden Street,
,-37.7957864,144.9349225,Hardiman Street between Bent Street and Albermarle Street,
,-37.7873012,144.9421114,Manningham Street between Church Street and Heathcote Road,
,-37.7790405,144.9423921,Oak Street between Poplar Road and Manningham Street,
,-37.776427,144.9468292,Park Street between Oak Street and West Coburg Tramway,
,-37.8026131,144.9543471,Howard Street between Queensberry Street and Courtney Street,7708.0
,-37.8014627,144.9533412,Courtney Street between Blackwood Street and Wreckyn Street,7766.0
,-37.7946009,144.9269688,Kensington Road between MacAulay Road and Derby Street,
,-37.8027195,144.9096394,Sims Street between Dynon Road and Footscray Road,
,-37.8213201,144.9208629,Salmon Street between Turner Street and Lorimer Street,
,-37.8086864,144.9518793,Intersection of King Street and Walsh Street,7985.0
,-37.790835,144.9216373,Sims Square between Howlett Street and Gregory Lane,
,-37.795927,144.9332464,Albermarle Street between Chelmsford Street and Hardiman Street,
,-37.7948676,144.953939,Morrah Street between Park Drive and Gatehouse Street,
,-37.796016,144.9566783,Fitzgibbon Street between Story Street and Morrah Street,7800.0
,-37.8066337,144.9517005,Stanley Street between Chetwynd Street and King Street,7924.0
,-37.8130451,144.9896801,Darling Street between Grey Street and Gipps Street,7271.0
,-37.8092163,144.9446664,Hawke Street between Railway Place and Adderley Street,
,-37.7770797,144.9515667,Park Street between West Coburg Tramway and Royal Parade,
,-37.7925164,144.921241,Graham Street between Westbourne Road and Sherwin Street,
,-37.7986502,144.9212129,Childers Street between Ormond Street and Kensington Road,
,-37.7853775,144.9417033,Manningham Street between Oak Street and Heathcote Road,
,-37.8005678,144.9469217,Arden Street between Curzon Street and Abbotsford Street,
,-37.8296899,144.9007134,Lorimer Street between West Gate Bridge and Todd Road,
,-37.7914508,144.9229282,Woodruff Street between Westbourne Road and Coopers Lane,
,-37.7779872,144.9590802,Park Street between West Coburg Tramway and Royal Parade,
,-37.780749,144.9596742,Royal Parade between Ievers Street and Park Street,
,-37.800369,144.9487068,Curzon Street between Arden Street and O'Shanassy Street,
,-37.8086972,144.9732971,Evelyn Place between Nicholson Street and Albert Street,7245.0
,-37.7949871,144.9557749,Wimble Street between Morrah Street and Park Drive,
,-37.8401224,144.9855604,Park Place from Punt Road,
,-37.7814154,144.9595915,Royal Parade between Ievers Street and Park Street,
,-37.8238544,144.9227495,Turner Street between Salmon Street and Douglas Street,
,-37.8242273,144.9070819,Lorimer Street between West Gate Bridge and Todd Road,
,-37.8006498,144.947666,Arden Street between Curzon Street and Abbotsford Street,
,-37.798051,144.9419649,MacAulay Road between Haines Street and Fogarty Street,
,-37.7946422,144.956973,Fitzgibbon Street between Morrah Street and Bayles Street,
,-37.7775964,144.955859,Park Street between West Coburg Tramway and Royal Parade,
,-37.8215057,144.926723,Hall Street between Lorimer Street and Turner Street,
